/home/apiasecz/.conda/envs/cent7/2024.02-py311/cog_fl_llm_env/lib/python3.12/site-packages/torch/nn/modules/conv.py:456: UserWarning: Plan failed with a cudnnException: CUDNN_BACKEND_EXECUTION_PLAN_DESCRIPTOR: cudnnFinalize Descriptor Failed cudnn_status: CUDNN_STATUS_NOT_SUPPORTED (Triggered internally at /opt/conda/conda-bld/pytorch_1712608847532/work/aten/src/ATen/native/cudnn/Conv_v8.cpp:919.)
  return F.conv2d(input, weight, bias, self.stride,
seed: 0
policy_id: 1
setting_id: 0
pi_bar: 0.1
drift_rate: 0.01
V: 2
Round 0: Accuracy = 0.8240, Decision = False
Round 78: Accuracy = 0.7598, Decision = False
Round 79: Accuracy = 0.7578, Decision = False
Round 80: Accuracy = 0.7587, Decision = False
Round 81: Accuracy = 0.7581, Decision = False
Epoch 1/10, Loss: 0.4682
Epoch 2/10, Loss: 0.4480
Epoch 3/10, Loss: 0.4329
Epoch 4/10, Loss: 0.3969
Epoch 5/10, Loss: 0.3882
Epoch 6/10, Loss: 0.4040
Epoch 7/10, Loss: 0.4125
Epoch 8/10, Loss: 0.3939
Epoch 9/10, Loss: 0.3834
Epoch 10/10, Loss: 0.3689
Round 82: Accuracy = 0.7576, Decision = True
Round 83: Accuracy = 0.8242, Decision = False
Round 84: Accuracy = 0.7995, Decision = False
Round 85: Accuracy = 0.7634, Decision = False
Round 86: Accuracy = 0.7799, Decision = False
Epoch 1/10, Loss: 0.3692
Epoch 2/10, Loss: 0.4496
Epoch 3/10, Loss: 0.3922
Epoch 4/10, Loss: 0.3875
Epoch 5/10, Loss: 0.3968
Epoch 6/10, Loss: 0.5226
Epoch 7/10, Loss: 0.4162
Epoch 8/10, Loss: 0.3804
Epoch 9/10, Loss: 0.5552
Epoch 10/10, Loss: 0.4191
Round 87: Accuracy = 0.7819, Decision = True
Round 88: Accuracy = 0.7943, Decision = False
Round 89: Accuracy = 0.7900, Decision = False
Round 90: Accuracy = 0.7876, Decision = False
Round 91: Accuracy = 0.7902, Decision = False
Round 92: Accuracy = 0.7911, Decision = False
Round 93: Accuracy = 0.7878, Decision = False
Round 94: Accuracy = 0.7845, Decision = False
Round 95: Accuracy = 0.7795, Decision = False
Round 96: Accuracy = 0.7787, Decision = False
Epoch 1/10, Loss: 0.4130
Epoch 2/10, Loss: 0.3805
Epoch 3/10, Loss: 0.3757
Epoch 4/10, Loss: 0.3643
Epoch 5/10, Loss: 0.3467
Epoch 6/10, Loss: 0.3217
Epoch 7/10, Loss: 0.3066
Epoch 8/10, Loss: 0.3325
Epoch 9/10, Loss: 0.3200
Epoch 10/10, Loss: 0.3125
Round 97: Accuracy = 0.7798, Decision = True
Round 98: Accuracy = 0.7704, Decision = False
Epoch 1/10, Loss: 0.3502
Epoch 2/10, Loss: 0.3503
Epoch 3/10, Loss: 0.3313
Epoch 4/10, Loss: 0.3270
Epoch 5/10, Loss: 0.3196
Epoch 6/10, Loss: 0.3115
Epoch 7/10, Loss: 0.2884
Epoch 8/10, Loss: 0.2939
Epoch 9/10, Loss: 0.2971
Epoch 10/10, Loss: 0.3028
Round 99: Accuracy = 0.7698, Decision = True
Round 100: Accuracy = 0.7859, Decision = False
Round 101: Accuracy = 0.7884, Decision = False
Round 102: Accuracy = 0.7907, Decision = False
Round 103: Accuracy = 0.8170, Decision = False
Round 104: Accuracy = 0.7802, Decision = False
Round 105: Accuracy = 0.7863, Decision = False
Round 106: Accuracy = 0.7838, Decision = False
Round 107: Accuracy = 0.7801, Decision = False
Round 108: Accuracy = 0.7835, Decision = False
Round 109: Accuracy = 0.7835, Decision = False
Round 110: Accuracy = 0.7849, Decision = False
Round 111: Accuracy = 0.7879, Decision = False
Round 112: Accuracy = 0.7870, Decision = False
Round 113: Accuracy = 0.7866, Decision = False
Round 114: Accuracy = 0.7839, Decision = False
Round 115: Accuracy = 0.7827, Decision = False
Round 116: Accuracy = 0.7829, Decision = False
Round 117: Accuracy = 0.7803, Decision = False
Round 118: Accuracy = 0.7813, Decision = False
Round 119: Accuracy = 0.7790, Decision = False
Round 120: Accuracy = 0.7920, Decision = False
Round 121: Accuracy = 0.7738, Decision = False
Round 122: Accuracy = 0.7797, Decision = False
No available target samples left. Reusing existing target indices.
Round 123: Accuracy = 0.7732, Decision = False
No available target samples left. Reusing existing target indices.
Round 124: Accuracy = 0.7765, Decision = False
No available target samples left. Reusing existing target indices.
Round 125: Accuracy = 0.7752, Decision = False
No available target samples left. Reusing existing target indices.
Epoch 1/10, Loss: 0.4037
Epoch 2/10, Loss: 0.3859
Epoch 3/10, Loss: 0.4044
Epoch 4/10, Loss: 0.3665
Epoch 5/10, Loss: 0.3375
Epoch 6/10, Loss: 0.3293
Epoch 7/10, Loss: 0.3366
Epoch 8/10, Loss: 0.3371
Epoch 9/10, Loss: 0.3116
Epoch 10/10, Loss: 0.3308
Round 126: Accuracy = 0.7744, Decision = True
No available target samples left. Reusing existing target indices.
Round 127: Accuracy = 0.7812, Decision = False
No available target samples left. Reusing existing target indices.
Round 128: Accuracy = 0.7826, Decision = False
No available target samples left. Reusing existing target indices.
Round 129: Accuracy = 0.7847, Decision = False
No available target samples left. Reusing existing target indices.
Round 130: Accuracy = 0.7841, Decision = False
No available target samples left. Reusing existing target indices.
Round 131: Accuracy = 0.7798, Decision = False
No available target samples left. Reusing existing target indices.
Round 132: Accuracy = 0.7779, Decision = False
No available target samples left. Reusing existing target indices.
Round 133: Accuracy = 0.7781, Decision = False
No available target samples left. Reusing existing target indices.
Round 134: Accuracy = 0.7915, Decision = False
No available target samples left. Reusing existing target indices.
Round 135: Accuracy = 0.7754, Decision = False
No available target samples left. Reusing existing target indices.
Round 136: Accuracy = 0.7770, Decision = False
No available target samples left. Reusing existing target indices.
Round 137: Accuracy = 0.7733, Decision = False
No available target samples left. Reusing existing target indices.
Round 138: Accuracy = 0.7766, Decision = False
No available target samples left. Reusing existing target indices.
Round 139: Accuracy = 0.7783, Decision = False
No available target samples left. Reusing existing target indices.
Round 140: Accuracy = 0.7789, Decision = False
No available target samples left. Reusing existing target indices.
Round 141: Accuracy = 0.7796, Decision = False
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Round 142: Accuracy = 0.7796, Decision = False
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Round 143: Accuracy = 0.7796, Decision = False
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Round 144: Accuracy = 0.7796, Decision = False
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Round 145: Accuracy = 0.7796, Decision = False
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Round 146: Accuracy = 0.7796, Decision = False
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Round 147: Accuracy = 0.7796, Decision = False
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Round 148: Accuracy = 0.7796, Decision = False
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Round 149: Accuracy = 0.7796, Decision = False
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Round 150: Accuracy = 0.7796, Decision = False
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Round 151: Accuracy = 0.7796, Decision = False
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Round 152: Accuracy = 0.7796, Decision = False
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Round 153: Accuracy = 0.7796, Decision = False
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Round 154: Accuracy = 0.7796, Decision = False
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Round 155: Accuracy = 0.7796, Decision = False
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Round 156: Accuracy = 0.7796, Decision = False
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Round 157: Accuracy = 0.7796, Decision = False
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Round 158: Accuracy = 0.7796, Decision = False
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Epoch 1/10, Loss: 0.3018
Epoch 2/10, Loss: 0.3240
Epoch 3/10, Loss: 0.2917
Epoch 4/10, Loss: 0.3000
Epoch 5/10, Loss: 0.3239
Epoch 6/10, Loss: 0.2630
Epoch 7/10, Loss: 0.2880
Epoch 8/10, Loss: 0.2868
Epoch 9/10, Loss: 0.2457
Epoch 10/10, Loss: 0.2445
Round 159: Accuracy = 0.7796, Decision = True
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Round 160: Accuracy = 0.7610, Decision = False
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Round 161: Accuracy = 0.7610, Decision = False
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Round 162: Accuracy = 0.7610, Decision = False
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Round 163: Accuracy = 0.7610, Decision = False
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Round 164: Accuracy = 0.7610, Decision = False
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Round 165: Accuracy = 0.7610, Decision = False
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Epoch 1/10, Loss: 0.2759
Epoch 2/10, Loss: 0.2207
Epoch 3/10, Loss: 0.2218
Epoch 4/10, Loss: 0.2039
Epoch 5/10, Loss: 0.2334
Epoch 6/10, Loss: 0.2291
Epoch 7/10, Loss: 0.2250
Epoch 8/10, Loss: 0.2686
Epoch 9/10, Loss: 0.1907
Epoch 10/10, Loss: 0.2082
Round 166: Accuracy = 0.7610, Decision = True
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Round 167: Accuracy = 0.7767, Decision = False
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Round 168: Accuracy = 0.7767, Decision = False
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Round 169: Accuracy = 0.7767, Decision = False
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Round 170: Accuracy = 0.7767, Decision = False
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Epoch 1/10, Loss: 0.2466
Epoch 2/10, Loss: 0.2001
Epoch 3/10, Loss: 0.1705
Epoch 4/10, Loss: 0.2011
Epoch 5/10, Loss: 0.2741
Epoch 6/10, Loss: 0.2296
Epoch 7/10, Loss: 0.1795
Epoch 8/10, Loss: 0.1856
Epoch 9/10, Loss: 0.1722
Epoch 10/10, Loss: 0.1730
Round 171: Accuracy = 0.7767, Decision = True
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Round 172: Accuracy = 0.7973, Decision = False
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Epoch 1/10, Loss: 0.1752
Epoch 2/10, Loss: 0.1486
Epoch 3/10, Loss: 0.1938
Epoch 4/10, Loss: 0.1682
Epoch 5/10, Loss: 0.1638
Epoch 6/10, Loss: 0.1515
Epoch 7/10, Loss: 0.1247
Epoch 8/10, Loss: 0.2976
Epoch 9/10, Loss: 0.1598
Epoch 10/10, Loss: 0.1373
Round 173: Accuracy = 0.7973, Decision = True
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Round 174: Accuracy = 0.8007, Decision = False
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Round 175: Accuracy = 0.8007, Decision = False
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Round 176: Accuracy = 0.8007, Decision = False
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Round 177: Accuracy = 0.8007, Decision = False
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Round 178: Accuracy = 0.8007, Decision = False
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Epoch 1/10, Loss: 0.1058
Epoch 2/10, Loss: 0.1462
Epoch 3/10, Loss: 0.1759
Epoch 4/10, Loss: 0.2230
Epoch 5/10, Loss: 0.1713
Epoch 6/10, Loss: 0.1691
Epoch 7/10, Loss: 0.1369
Epoch 8/10, Loss: 0.1508
Epoch 9/10, Loss: 0.1302
Epoch 10/10, Loss: 0.1244
Round 179: Accuracy = 0.8007, Decision = True
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Round 180: Accuracy = 0.7790, Decision = False
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Round 181: Accuracy = 0.7790, Decision = False
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Round 182: Accuracy = 0.7790, Decision = False
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Round 183: Accuracy = 0.7790, Decision = False
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Round 184: Accuracy = 0.7790, Decision = False
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Round 185: Accuracy = 0.7790, Decision = False
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Round 186: Accuracy = 0.7790, Decision = False
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Round 187: Accuracy = 0.7790, Decision = False
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Round 188: Accuracy = 0.7790, Decision = False
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Round 189: Accuracy = 0.7790, Decision = False
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Round 190: Accuracy = 0.7790, Decision = False
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Round 191: Accuracy = 0.7790, Decision = False
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Round 192: Accuracy = 0.7790, Decision = False
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Round 193: Accuracy = 0.7790, Decision = False
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Round 194: Accuracy = 0.7790, Decision = False
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Round 195: Accuracy = 0.7790, Decision = False
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Round 196: Accuracy = 0.7790, Decision = False
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Round 197: Accuracy = 0.7790, Decision = False
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Epoch 1/10, Loss: 0.1669
Epoch 2/10, Loss: 0.1534
Epoch 3/10, Loss: 0.1046
Epoch 4/10, Loss: 0.0827
Epoch 5/10, Loss: 0.0618
Epoch 6/10, Loss: 0.0616
Epoch 7/10, Loss: 0.0822
Epoch 8/10, Loss: 0.0817
Epoch 9/10, Loss: 0.0646
Epoch 10/10, Loss: 0.0570
Round 198: Accuracy = 0.7790, Decision = True
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Round 199: Accuracy = 0.8042, Decision = False
