/home/apiasecz/.conda/envs/cent7/2024.02-py311/cog_fl_llm_env/lib/python3.12/site-packages/torch/nn/modules/conv.py:456: UserWarning: Plan failed with a cudnnException: CUDNN_BACKEND_EXECUTION_PLAN_DESCRIPTOR: cudnnFinalize Descriptor Failed cudnn_status: CUDNN_STATUS_NOT_SUPPORTED (Triggered internally at /opt/conda/conda-bld/pytorch_1712608847532/work/aten/src/ATen/native/cudnn/Conv_v8.cpp:919.)
  return F.conv2d(input, weight, bias, self.stride,
seed: 4
policy_id: 1
setting_id: 0
pi_bar: 0.1
drift_rate: 0.01
V: 2
Round 0: Accuracy = 0.8188, Decision = False
Round 50: Accuracy = 0.6084, Decision = False
Round 51: Accuracy = 0.6048, Decision = False
Round 52: Accuracy = 0.6045, Decision = False
Round 53: Accuracy = 0.6032, Decision = False
Round 54: Accuracy = 0.6048, Decision = False
Round 55: Accuracy = 0.6002, Decision = False
Round 56: Accuracy = 0.5995, Decision = False
Round 57: Accuracy = 0.6017, Decision = False
Round 58: Accuracy = 0.6018, Decision = False
Round 59: Accuracy = 0.6146, Decision = False
Round 60: Accuracy = 0.5594, Decision = False
Round 61: Accuracy = 0.5751, Decision = False
Round 62: Accuracy = 0.5717, Decision = False
Round 63: Accuracy = 0.5825, Decision = False
Round 64: Accuracy = 0.5893, Decision = False
Round 65: Accuracy = 0.5825, Decision = False
Round 66: Accuracy = 0.5830, Decision = False
Epoch 1/5, Loss: 0.9549
Epoch 2/5, Loss: 0.7907
Epoch 3/5, Loss: 0.7466
Epoch 4/5, Loss: 0.8171
Epoch 5/5, Loss: 0.7647
Round 67: Accuracy = 0.5788, Decision = True
Round 68: Accuracy = 0.6656, Decision = False
Round 69: Accuracy = 0.6674, Decision = False
Round 70: Accuracy = 0.6632, Decision = False
Round 71: Accuracy = 0.6645, Decision = False
Round 72: Accuracy = 0.6636, Decision = False
Round 73: Accuracy = 0.6628, Decision = False
Epoch 1/5, Loss: 0.7354
Epoch 2/5, Loss: 0.8130
Epoch 3/5, Loss: 0.7662
Epoch 4/5, Loss: 0.7123
Epoch 5/5, Loss: 0.6685
Round 74: Accuracy = 0.6661, Decision = True
Round 75: Accuracy = 0.6263, Decision = False
Round 76: Accuracy = 0.6224, Decision = False
Round 77: Accuracy = 0.6231, Decision = False
Round 78: Accuracy = 0.6184, Decision = False
Round 79: Accuracy = 0.6129, Decision = False
Epoch 1/5, Loss: 0.8022
Epoch 2/5, Loss: 0.6971
Epoch 3/5, Loss: 0.6636
Epoch 4/5, Loss: 0.6271
Epoch 5/5, Loss: 0.6410
Round 80: Accuracy = 0.6103, Decision = True
Round 81: Accuracy = 0.7318, Decision = False
Round 82: Accuracy = 0.7327, Decision = False
Round 83: Accuracy = 0.7747, Decision = False
Round 84: Accuracy = 0.7148, Decision = False
Round 85: Accuracy = 0.7364, Decision = False
Round 86: Accuracy = 0.7458, Decision = False
Round 87: Accuracy = 0.7388, Decision = False
Round 88: Accuracy = 0.7344, Decision = False
Round 89: Accuracy = 0.7357, Decision = False
Round 90: Accuracy = 0.7293, Decision = False
Round 91: Accuracy = 0.7314, Decision = False
Round 92: Accuracy = 0.7284, Decision = False
Round 93: Accuracy = 0.7316, Decision = False
Round 94: Accuracy = 0.7301, Decision = False
Round 95: Accuracy = 0.7335, Decision = False
Round 96: Accuracy = 0.7345, Decision = False
Round 97: Accuracy = 0.7339, Decision = False
Round 98: Accuracy = 0.7314, Decision = False
Round 99: Accuracy = 0.7306, Decision = False
Round 100: Accuracy = 0.7293, Decision = False
Round 101: Accuracy = 0.7282, Decision = False
Round 102: Accuracy = 0.7255, Decision = False
Round 103: Accuracy = 0.7634, Decision = False
Round 104: Accuracy = 0.7137, Decision = False
Round 105: Accuracy = 0.7305, Decision = False
Epoch 1/5, Loss: 0.7006
Epoch 2/5, Loss: 0.6693
Epoch 3/5, Loss: 0.6805
Epoch 4/5, Loss: 0.6855
Epoch 5/5, Loss: 0.6421
Round 106: Accuracy = 0.7372, Decision = True
Round 107: Accuracy = 0.6719, Decision = False
Round 108: Accuracy = 0.6737, Decision = False
Round 109: Accuracy = 0.6696, Decision = False
Round 110: Accuracy = 0.6709, Decision = False
Epoch 1/5, Loss: 0.6675
Epoch 2/5, Loss: 0.6313
Epoch 3/5, Loss: 0.5983
Epoch 4/5, Loss: 0.5911
Epoch 5/5, Loss: 0.5897
Round 111: Accuracy = 0.6730, Decision = True
Round 112: Accuracy = 0.7054, Decision = False
Round 113: Accuracy = 0.7016, Decision = False
Round 114: Accuracy = 0.7006, Decision = False
Round 115: Accuracy = 0.6987, Decision = False
Round 116: Accuracy = 0.6963, Decision = False
Round 117: Accuracy = 0.6939, Decision = False
Round 118: Accuracy = 0.6969, Decision = False
Round 119: Accuracy = 0.6964, Decision = False
Round 120: Accuracy = 0.7305, Decision = False
Round 121: Accuracy = 0.7074, Decision = False
Round 122: Accuracy = 0.7016, Decision = False
No available target samples left. Reusing existing target indices.
Round 123: Accuracy = 0.6931, Decision = False
No available target samples left. Reusing existing target indices.
Round 124: Accuracy = 0.6926, Decision = False
No available target samples left. Reusing existing target indices.
Epoch 1/5, Loss: 0.6031
Epoch 2/5, Loss: 0.7333
Epoch 3/5, Loss: 0.6311
Epoch 4/5, Loss: 0.5838
Epoch 5/5, Loss: 0.5893
Round 125: Accuracy = 0.6927, Decision = True
No available target samples left. Reusing existing target indices.
Epoch 1/5, Loss: 0.5506
Epoch 2/5, Loss: 0.5725
Epoch 3/5, Loss: 0.5540
Epoch 4/5, Loss: 0.5459
Epoch 5/5, Loss: 0.4791
Round 126: Accuracy = 0.7037, Decision = True
No available target samples left. Reusing existing target indices.
Round 127: Accuracy = 0.7626, Decision = False
No available target samples left. Reusing existing target indices.
Epoch 1/5, Loss: 0.5021
Epoch 2/5, Loss: 0.5050
Epoch 3/5, Loss: 0.5618
Epoch 4/5, Loss: 0.5054
Epoch 5/5, Loss: 0.4573
Round 128: Accuracy = 0.7625, Decision = True
No available target samples left. Reusing existing target indices.
Round 129: Accuracy = 0.7217, Decision = False
No available target samples left. Reusing existing target indices.
Round 130: Accuracy = 0.7201, Decision = False
No available target samples left. Reusing existing target indices.
Round 131: Accuracy = 0.7216, Decision = False
No available target samples left. Reusing existing target indices.
Round 132: Accuracy = 0.7212, Decision = False
No available target samples left. Reusing existing target indices.
Round 133: Accuracy = 0.7194, Decision = False
No available target samples left. Reusing existing target indices.
Round 134: Accuracy = 0.7253, Decision = False
No available target samples left. Reusing existing target indices.
Round 135: Accuracy = 0.7166, Decision = False
No available target samples left. Reusing existing target indices.
Epoch 1/5, Loss: 0.4691
Epoch 2/5, Loss: 0.4395
Epoch 3/5, Loss: 0.4919
Epoch 4/5, Loss: 0.4920
Epoch 5/5, Loss: 0.4473
Round 136: Accuracy = 0.7211, Decision = True
No available target samples left. Reusing existing target indices.
Epoch 1/5, Loss: 0.4101
Epoch 2/5, Loss: 0.4955
Epoch 3/5, Loss: 0.4844
Epoch 4/5, Loss: 0.4516
Epoch 5/5, Loss: 0.4466
Round 137: Accuracy = 0.7840, Decision = True
No available target samples left. Reusing existing target indices.
Round 138: Accuracy = 0.7685, Decision = False
No available target samples left. Reusing existing target indices.
Round 139: Accuracy = 0.7688, Decision = False
No available target samples left. Reusing existing target indices.
Round 140: Accuracy = 0.7701, Decision = False
No available target samples left. Reusing existing target indices.
Round 141: Accuracy = 0.7700, Decision = False
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Round 142: Accuracy = 0.7700, Decision = False
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Round 143: Accuracy = 0.7700, Decision = False
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Round 144: Accuracy = 0.7700, Decision = False
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Round 145: Accuracy = 0.7700, Decision = False
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Round 146: Accuracy = 0.7700, Decision = False
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Round 147: Accuracy = 0.7700, Decision = False
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Round 148: Accuracy = 0.7700, Decision = False
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Round 149: Accuracy = 0.7700, Decision = False
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Epoch 1/5, Loss: 0.3913
Epoch 2/5, Loss: 0.4075
Epoch 3/5, Loss: 0.3935
Epoch 4/5, Loss: 0.4038
Epoch 5/5, Loss: 0.3662
Round 150: Accuracy = 0.7700, Decision = True
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Round 151: Accuracy = 0.7836, Decision = False
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Round 152: Accuracy = 0.7836, Decision = False
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Round 153: Accuracy = 0.7836, Decision = False
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Epoch 1/5, Loss: 0.3627
Epoch 2/5, Loss: 0.3368
Epoch 3/5, Loss: 0.3383
Epoch 4/5, Loss: 0.3389
Epoch 5/5, Loss: 0.3484
Round 154: Accuracy = 0.7836, Decision = True
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Round 155: Accuracy = 0.7595, Decision = False
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Round 156: Accuracy = 0.7595, Decision = False
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Round 157: Accuracy = 0.7595, Decision = False
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Round 158: Accuracy = 0.7595, Decision = False
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Round 159: Accuracy = 0.7595, Decision = False
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Round 160: Accuracy = 0.7595, Decision = False
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Round 161: Accuracy = 0.7595, Decision = False
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Round 162: Accuracy = 0.7595, Decision = False
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Round 163: Accuracy = 0.7595, Decision = False
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Round 164: Accuracy = 0.7595, Decision = False
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Round 165: Accuracy = 0.7595, Decision = False
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Round 166: Accuracy = 0.7595, Decision = False
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Round 167: Accuracy = 0.7595, Decision = False
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Epoch 1/5, Loss: 0.3533
Epoch 2/5, Loss: 0.3453
Epoch 3/5, Loss: 0.3290
Epoch 4/5, Loss: 0.3866
Epoch 5/5, Loss: 0.3886
Round 168: Accuracy = 0.7595, Decision = True
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Epoch 1/5, Loss: 0.3363
Epoch 2/5, Loss: 0.3584
Epoch 3/5, Loss: 0.3220
Epoch 4/5, Loss: 0.2804
Epoch 5/5, Loss: 0.2542
Round 169: Accuracy = 0.7508, Decision = True
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Round 170: Accuracy = 0.7663, Decision = False
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Round 171: Accuracy = 0.7663, Decision = False
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Round 172: Accuracy = 0.7663, Decision = False
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Round 173: Accuracy = 0.7663, Decision = False
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Round 174: Accuracy = 0.7663, Decision = False
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Round 175: Accuracy = 0.7663, Decision = False
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Round 176: Accuracy = 0.7663, Decision = False
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Round 177: Accuracy = 0.7663, Decision = False
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Round 178: Accuracy = 0.7663, Decision = False
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Round 179: Accuracy = 0.7663, Decision = False
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Round 180: Accuracy = 0.7663, Decision = False
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Round 181: Accuracy = 0.7663, Decision = False
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Epoch 1/5, Loss: 0.2627
Epoch 2/5, Loss: 0.3256
Epoch 3/5, Loss: 0.2730
Epoch 4/5, Loss: 0.2791
Epoch 5/5, Loss: 0.2663
Round 182: Accuracy = 0.7663, Decision = True
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Round 183: Accuracy = 0.7442, Decision = False
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Round 184: Accuracy = 0.7442, Decision = False
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Round 185: Accuracy = 0.7442, Decision = False
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Round 186: Accuracy = 0.7442, Decision = False
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Round 187: Accuracy = 0.7442, Decision = False
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Round 188: Accuracy = 0.7442, Decision = False
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Round 189: Accuracy = 0.7442, Decision = False
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Round 190: Accuracy = 0.7442, Decision = False
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Round 191: Accuracy = 0.7442, Decision = False
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Round 192: Accuracy = 0.7442, Decision = False
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Round 193: Accuracy = 0.7442, Decision = False
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Round 194: Accuracy = 0.7442, Decision = False
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Round 195: Accuracy = 0.7442, Decision = False
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Round 196: Accuracy = 0.7442, Decision = False
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Round 197: Accuracy = 0.7442, Decision = False
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Round 198: Accuracy = 0.7442, Decision = False
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Round 199: Accuracy = 0.7442, Decision = False
