/home/apiasecz/.conda/envs/cent7/2024.02-py311/cog_fl_llm_env/lib/python3.12/site-packages/torch/nn/modules/conv.py:456: UserWarning: Plan failed with a cudnnException: CUDNN_BACKEND_EXECUTION_PLAN_DESCRIPTOR: cudnnFinalize Descriptor Failed cudnn_status: CUDNN_STATUS_NOT_SUPPORTED (Triggered internally at /opt/conda/conda-bld/pytorch_1712608847532/work/aten/src/ATen/native/cudnn/Conv_v8.cpp:919.)
  return F.conv2d(input, weight, bias, self.stride,
seed: 1
policy_id: 1
setting_id: 0
pi_bar: 0.1
drift_rate: 0.01
V: 2
Round 0: Accuracy = 0.7979, Decision = False
Epoch 4/10, Loss: 0.9979
Epoch 5/10, Loss: 0.7409
Epoch 6/10, Loss: 0.6322
Epoch 7/10, Loss: 0.6440
Epoch 8/10, Loss: 0.6741
Epoch 9/10, Loss: 0.7770
Epoch 10/10, Loss: 0.9818
Round 64: Accuracy = 0.7364, Decision = True
Round 65: Accuracy = 0.5983, Decision = False
Round 66: Accuracy = 0.6064, Decision = False
Round 67: Accuracy = 0.6053, Decision = False
Round 68: Accuracy = 0.6083, Decision = False
Round 69: Accuracy = 0.6023, Decision = False
Round 70: Accuracy = 0.6044, Decision = False
Round 71: Accuracy = 0.6065, Decision = False
Round 72: Accuracy = 0.6110, Decision = False
Round 73: Accuracy = 0.6131, Decision = False
Round 74: Accuracy = 0.6151, Decision = False
Round 75: Accuracy = 0.6136, Decision = False
Round 76: Accuracy = 0.6139, Decision = False
Round 77: Accuracy = 0.6103, Decision = False
Round 78: Accuracy = 0.6091, Decision = False
Round 79: Accuracy = 0.6060, Decision = False
Round 80: Accuracy = 0.6054, Decision = False
Round 81: Accuracy = 0.6043, Decision = False
Round 82: Accuracy = 0.6052, Decision = False
Round 83: Accuracy = 0.6693, Decision = False
Round 84: Accuracy = 0.6458, Decision = False
Round 85: Accuracy = 0.6097, Decision = False
Round 86: Accuracy = 0.6096, Decision = False
Round 87: Accuracy = 0.6052, Decision = False
Round 88: Accuracy = 0.6081, Decision = False
Round 89: Accuracy = 0.5965, Decision = False
Round 90: Accuracy = 0.5972, Decision = False
Round 91: Accuracy = 0.5954, Decision = False
Round 92: Accuracy = 0.5943, Decision = False
Round 93: Accuracy = 0.5929, Decision = False
Round 94: Accuracy = 0.5903, Decision = False
Round 95: Accuracy = 0.5921, Decision = False
Round 96: Accuracy = 0.5924, Decision = False
Round 97: Accuracy = 0.5915, Decision = False
Epoch 1/10, Loss: 0.8860
Epoch 2/10, Loss: 0.6677
Epoch 3/10, Loss: 0.5882
Epoch 4/10, Loss: 0.5607
Epoch 5/10, Loss: 0.5281
Epoch 6/10, Loss: 0.4939
Epoch 7/10, Loss: 0.5056
Epoch 8/10, Loss: 0.4777
Epoch 9/10, Loss: 0.4830
Epoch 10/10, Loss: 0.4599
Round 98: Accuracy = 0.5933, Decision = True
Round 99: Accuracy = 0.7735, Decision = False
Round 100: Accuracy = 0.7749, Decision = False
Round 101: Accuracy = 0.7750, Decision = False
Round 102: Accuracy = 0.7724, Decision = False
Round 103: Accuracy = 0.8002, Decision = False
Round 104: Accuracy = 0.7494, Decision = False
Round 105: Accuracy = 0.7548, Decision = False
Epoch 1/10, Loss: 0.4704
Epoch 2/10, Loss: 0.4887
Epoch 3/10, Loss: 0.4740
Epoch 4/10, Loss: 0.4577
Epoch 5/10, Loss: 0.4309
Epoch 6/10, Loss: 0.5024
Epoch 7/10, Loss: 0.4744
Epoch 8/10, Loss: 0.4498
Epoch 9/10, Loss: 0.4456
Epoch 10/10, Loss: 0.4170
Round 106: Accuracy = 0.7625, Decision = True
Round 107: Accuracy = 0.7522, Decision = False
Round 108: Accuracy = 0.7518, Decision = False
Round 109: Accuracy = 0.7519, Decision = False
Round 110: Accuracy = 0.7545, Decision = False
Round 111: Accuracy = 0.7533, Decision = False
Round 112: Accuracy = 0.7511, Decision = False
Round 113: Accuracy = 0.7504, Decision = False
Epoch 1/10, Loss: 0.4453
Epoch 2/10, Loss: 0.4111
Epoch 3/10, Loss: 0.4213
Epoch 4/10, Loss: 0.3957
Epoch 5/10, Loss: 0.3926
Epoch 6/10, Loss: 0.3727
Epoch 7/10, Loss: 0.3986
Epoch 8/10, Loss: 0.3773
Epoch 9/10, Loss: 0.3696
Epoch 10/10, Loss: 0.3827
Round 114: Accuracy = 0.7517, Decision = True
Round 115: Accuracy = 0.7589, Decision = False
Round 116: Accuracy = 0.7598, Decision = False
Round 117: Accuracy = 0.7573, Decision = False
Round 118: Accuracy = 0.7576, Decision = False
Round 119: Accuracy = 0.7578, Decision = False
Epoch 1/10, Loss: 0.3974
Epoch 2/10, Loss: 0.3813
Epoch 3/10, Loss: 0.3629
Epoch 4/10, Loss: 0.3334
Epoch 5/10, Loss: 0.3785
Epoch 6/10, Loss: 0.3406
Epoch 7/10, Loss: 0.3316
Epoch 8/10, Loss: 0.3094
Epoch 9/10, Loss: 0.3035
Epoch 10/10, Loss: 0.3182
Round 120: Accuracy = 0.7705, Decision = True
Epoch 1/10, Loss: 0.3046
Epoch 2/10, Loss: 0.4657
Epoch 3/10, Loss: 0.6548
Epoch 4/10, Loss: 0.7994
Epoch 5/10, Loss: 0.5440
Epoch 6/10, Loss: 0.6780
Epoch 7/10, Loss: 0.5929
Epoch 8/10, Loss: 0.5887
Epoch 9/10, Loss: 0.5908
Epoch 10/10, Loss: 0.4334
Round 121: Accuracy = 0.7972, Decision = True
Epoch 1/10, Loss: 0.4420
Epoch 2/10, Loss: 0.3847
Epoch 3/10, Loss: 0.3480
Epoch 4/10, Loss: 0.3435
Epoch 5/10, Loss: 0.3442
Epoch 6/10, Loss: 0.4365
Epoch 7/10, Loss: 0.3169
Epoch 8/10, Loss: 0.2946
Epoch 9/10, Loss: 0.2729
Epoch 10/10, Loss: 0.2749
Round 122: Accuracy = 0.7817, Decision = True
No available target samples left. Reusing existing target indices.
Round 123: Accuracy = 0.8122, Decision = False
No available target samples left. Reusing existing target indices.
Round 124: Accuracy = 0.8143, Decision = False
No available target samples left. Reusing existing target indices.
Round 125: Accuracy = 0.8149, Decision = False
No available target samples left. Reusing existing target indices.
Round 126: Accuracy = 0.8106, Decision = False
No available target samples left. Reusing existing target indices.
Round 127: Accuracy = 0.8132, Decision = False
No available target samples left. Reusing existing target indices.
Round 128: Accuracy = 0.8160, Decision = False
No available target samples left. Reusing existing target indices.
Round 129: Accuracy = 0.8168, Decision = False
No available target samples left. Reusing existing target indices.
Round 130: Accuracy = 0.8159, Decision = False
No available target samples left. Reusing existing target indices.
Round 131: Accuracy = 0.8149, Decision = False
No available target samples left. Reusing existing target indices.
Round 132: Accuracy = 0.8151, Decision = False
No available target samples left. Reusing existing target indices.
Epoch 1/10, Loss: 0.2529
Epoch 2/10, Loss: 0.2628
Epoch 3/10, Loss: 0.2340
Epoch 4/10, Loss: 0.2525
Epoch 5/10, Loss: 0.2959
Epoch 6/10, Loss: 0.2575
Epoch 7/10, Loss: 0.2517
Epoch 8/10, Loss: 0.2206
Epoch 9/10, Loss: 0.2096
Epoch 10/10, Loss: 0.2184
Round 133: Accuracy = 0.8152, Decision = True
No available target samples left. Reusing existing target indices.
Round 134: Accuracy = 0.8403, Decision = False
No available target samples left. Reusing existing target indices.
Round 135: Accuracy = 0.8245, Decision = False
No available target samples left. Reusing existing target indices.
Round 136: Accuracy = 0.8258, Decision = False
No available target samples left. Reusing existing target indices.
Round 137: Accuracy = 0.8269, Decision = False
No available target samples left. Reusing existing target indices.
Round 138: Accuracy = 0.8263, Decision = False
No available target samples left. Reusing existing target indices.
Round 139: Accuracy = 0.8243, Decision = False
No available target samples left. Reusing existing target indices.
Round 140: Accuracy = 0.8217, Decision = False
No available target samples left. Reusing existing target indices.
Round 141: Accuracy = 0.8213, Decision = False
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Epoch 1/10, Loss: 0.2016
Epoch 2/10, Loss: 0.1754
Epoch 3/10, Loss: 0.1948
Epoch 4/10, Loss: 0.2203
Epoch 5/10, Loss: 0.1931
Epoch 6/10, Loss: 0.2271
Epoch 7/10, Loss: 0.1876
Epoch 8/10, Loss: 0.1913
Epoch 9/10, Loss: 0.1741
Epoch 10/10, Loss: 0.1989
Round 142: Accuracy = 0.8213, Decision = True
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Round 143: Accuracy = 0.7949, Decision = False
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Epoch 1/10, Loss: 0.1953
Epoch 2/10, Loss: 0.1816
Epoch 3/10, Loss: 0.1626
Epoch 4/10, Loss: 0.1643
Epoch 5/10, Loss: 0.2519
Epoch 6/10, Loss: 0.2053
Epoch 7/10, Loss: 0.1635
Epoch 8/10, Loss: 0.1577
Epoch 9/10, Loss: 0.1888
Epoch 10/10, Loss: 0.1543
Round 144: Accuracy = 0.7949, Decision = True
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Round 145: Accuracy = 0.8245, Decision = False
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Round 146: Accuracy = 0.8245, Decision = False
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Round 147: Accuracy = 0.8245, Decision = False
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Round 148: Accuracy = 0.8245, Decision = False
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Epoch 1/10, Loss: 0.1396
Epoch 2/10, Loss: 0.1363
Epoch 3/10, Loss: 0.1527
Epoch 4/10, Loss: 0.2295
Epoch 5/10, Loss: 0.1611
Epoch 6/10, Loss: 0.1752
Epoch 7/10, Loss: 0.1698
Epoch 8/10, Loss: 0.1154
Epoch 9/10, Loss: 0.1030
Epoch 10/10, Loss: 0.1001
Round 149: Accuracy = 0.8245, Decision = True
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Epoch 1/10, Loss: 0.1980
Epoch 2/10, Loss: 0.1228
Epoch 3/10, Loss: 0.1052
Epoch 4/10, Loss: 0.1080
Epoch 5/10, Loss: 0.1261
Epoch 6/10, Loss: 0.0926
Epoch 7/10, Loss: 0.1004
Epoch 8/10, Loss: 0.1232
Epoch 9/10, Loss: 0.1308
Epoch 10/10, Loss: 0.1378
Round 150: Accuracy = 0.8068, Decision = True
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Round 151: Accuracy = 0.8033, Decision = False
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Round 152: Accuracy = 0.8033, Decision = False
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Round 153: Accuracy = 0.8033, Decision = False
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Round 154: Accuracy = 0.8033, Decision = False
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Round 155: Accuracy = 0.8033, Decision = False
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Round 156: Accuracy = 0.8033, Decision = False
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Round 157: Accuracy = 0.8033, Decision = False
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Round 158: Accuracy = 0.8033, Decision = False
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Round 159: Accuracy = 0.8033, Decision = False
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Round 160: Accuracy = 0.8033, Decision = False
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Round 161: Accuracy = 0.8033, Decision = False
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Round 162: Accuracy = 0.8033, Decision = False
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Round 163: Accuracy = 0.8033, Decision = False
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Round 164: Accuracy = 0.8033, Decision = False
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Epoch 1/10, Loss: 0.1511
Epoch 2/10, Loss: 0.1196
Epoch 3/10, Loss: 0.1181
Epoch 4/10, Loss: 0.0845
Epoch 5/10, Loss: 0.0924
Epoch 6/10, Loss: 0.1411
Epoch 7/10, Loss: 0.1166
Epoch 8/10, Loss: 0.0926
Epoch 9/10, Loss: 0.0595
Epoch 10/10, Loss: 0.0464
Round 165: Accuracy = 0.8033, Decision = True
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Epoch 1/10, Loss: 0.0462
Epoch 2/10, Loss: 0.0772
Epoch 3/10, Loss: 0.0783
Epoch 4/10, Loss: 0.1315
Epoch 5/10, Loss: 0.1060
Epoch 6/10, Loss: 0.0795
Epoch 7/10, Loss: 0.0519
Epoch 8/10, Loss: 0.1117
Epoch 9/10, Loss: 0.0874
Epoch 10/10, Loss: 0.0585
Round 166: Accuracy = 0.8125, Decision = True
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Round 167: Accuracy = 0.8277, Decision = False
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Round 168: Accuracy = 0.8277, Decision = False
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Round 169: Accuracy = 0.8277, Decision = False
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Round 170: Accuracy = 0.8277, Decision = False
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Round 171: Accuracy = 0.8277, Decision = False
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Round 172: Accuracy = 0.8277, Decision = False
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Round 173: Accuracy = 0.8277, Decision = False
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Round 174: Accuracy = 0.8277, Decision = False
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Round 175: Accuracy = 0.8277, Decision = False
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Round 176: Accuracy = 0.8277, Decision = False
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Round 177: Accuracy = 0.8277, Decision = False
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Epoch 1/10, Loss: 0.0472
Epoch 2/10, Loss: 0.0675
Epoch 3/10, Loss: 0.0585
Epoch 4/10, Loss: 0.0555
Epoch 5/10, Loss: 0.0501
Epoch 6/10, Loss: 0.0711
Epoch 7/10, Loss: 0.1372
Epoch 8/10, Loss: 0.1260
Epoch 9/10, Loss: 0.0666
Epoch 10/10, Loss: 0.0834
Round 178: Accuracy = 0.8277, Decision = True
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Round 179: Accuracy = 0.7828, Decision = False
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Round 180: Accuracy = 0.7828, Decision = False
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Round 181: Accuracy = 0.7828, Decision = False
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Round 182: Accuracy = 0.7828, Decision = False
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Epoch 1/10, Loss: 0.0491
Epoch 2/10, Loss: 0.0609
Epoch 3/10, Loss: 0.0584
Epoch 4/10, Loss: 0.0812
Epoch 5/10, Loss: 0.0870
Epoch 6/10, Loss: 0.0570
Epoch 7/10, Loss: 0.0567
Epoch 8/10, Loss: 0.0905
Epoch 9/10, Loss: 0.0543
Epoch 10/10, Loss: 0.0816
Round 183: Accuracy = 0.7828, Decision = True
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Round 184: Accuracy = 0.8268, Decision = False
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Round 185: Accuracy = 0.8268, Decision = False
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Round 186: Accuracy = 0.8268, Decision = False
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Round 187: Accuracy = 0.8268, Decision = False
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Round 188: Accuracy = 0.8268, Decision = False
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Round 189: Accuracy = 0.8268, Decision = False
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Round 190: Accuracy = 0.8268, Decision = False
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Epoch 1/10, Loss: 0.0789
Epoch 2/10, Loss: 0.0512
Epoch 3/10, Loss: 0.0467
Epoch 4/10, Loss: 0.0375
Epoch 5/10, Loss: 0.0352
Epoch 6/10, Loss: 0.0476
Epoch 7/10, Loss: 0.0368
Epoch 8/10, Loss: 0.1104
Epoch 9/10, Loss: 0.0888
Epoch 10/10, Loss: 0.1017
Round 191: Accuracy = 0.8268, Decision = True
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Round 192: Accuracy = 0.7943, Decision = False
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Round 193: Accuracy = 0.7943, Decision = False
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Round 194: Accuracy = 0.7943, Decision = False
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Round 195: Accuracy = 0.7943, Decision = False
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Epoch 1/10, Loss: 0.0609
Epoch 2/10, Loss: 0.0825
Epoch 3/10, Loss: 0.0619
Epoch 4/10, Loss: 0.0562
Epoch 5/10, Loss: 0.1119
Epoch 6/10, Loss: 0.0702
Epoch 7/10, Loss: 0.0537
Epoch 8/10, Loss: 0.0455
Epoch 9/10, Loss: 0.0310
Epoch 10/10, Loss: 0.0277
Round 196: Accuracy = 0.7943, Decision = True
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Round 197: Accuracy = 0.8256, Decision = False
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Round 198: Accuracy = 0.8256, Decision = False
No available target samples left. Reusing existing target indices.
No available target samples left. Reusing existing target indices.
Round 199: Accuracy = 0.8256, Decision = False
