time_step,art_painting,cartoon,photo,sketch
113,0.3253873659117998,0.0,0.27135478744537145,0.40325784664282877
114,0.3253873659117998,0.0,0.27135478744537145,0.40325784664282877
115,0.3253873659117998,0.0,0.27135478744537145,0.40325784664282877
116,0.3253873659117998,0.0,0.27135478744537145,0.40325784664282877
117,0.3253873659117998,0.0,0.27135478744537145,0.40325784664282877
118,0.3253873659117998,0.0,0.27135478744537145,0.40325784664282877
119,0.3253873659117998,0.0,0.27135478744537145,0.40325784664282877
120,0.3253873659117998,0.0,0.27135478744537145,0.40325784664282877
121,0.3253873659117998,0.0,0.27135478744537145,0.40325784664282877
122,0.3253873659117998,0.0,0.27135478744537145,0.40325784664282877
123,0.3253873659117998,0.0,0.27135478744537145,0.40325784664282877
124,0.3253873659117998,0.0,0.27135478744537145,0.40325784664282877
125,0.3253873659117998,0.0,0.27135478744537145,0.40325784664282877
126,0.3253873659117998,0.0,0.27135478744537145,0.40325784664282877
127,0.3253873659117998,0.0,0.27135478744537145,0.40325784664282877
128,0.3253873659117998,0.0,0.27135478744537145,0.40325784664282877
129,0.3253873659117998,0.0,0.27135478744537145,0.40325784664282877
130,0.3253873659117998,0.0,0.27135478744537145,0.40325784664282877
131,0.3253873659117998,0.0,0.27135478744537145,0.40325784664282877
132,0.3253873659117998,0.0,0.27135478744537145,0.40325784664282877
133,0.3253873659117998,0.0,0.27135478744537145,0.40325784664282877
134,0.3253873659117998,0.0,0.27135478744537145,0.40325784664282877
135,0.3253873659117998,0.0,0.27135478744537145,0.40325784664282877
136,0.3253873659117998,0.0,0.27135478744537145,0.40325784664282877
137,0.3253873659117998,0.0,0.27135478744537145,0.40325784664282877
138,0.3253873659117998,0.0,0.27135478744537145,0.40325784664282877
139,0.3253873659117998,0.0,0.27135478744537145,0.40325784664282877
140,0.3253873659117998,0.0,0.27135478744537145,0.40325784664282877
141,0.3253873659117998,0.0,0.27135478744537145,0.40325784664282877
142,0.3253873659117998,0.0,0.27135478744537145,0.40325784664282877
143,0.3253873659117998,0.0,0.27135478744537145,0.40325784664282877
144,0.3253873659117998,0.0,0.27135478744537145,0.40325784664282877
145,0.3253873659117998,0.0,0.27135478744537145,0.40325784664282877
146,0.3253873659117998,0.0,0.27135478744537145,0.40325784664282877
147,0.3253873659117998,0.0,0.27135478744537145,0.40325784664282877
148,0.3253873659117998,0.0,0.27135478744537145,0.40325784664282877
149,0.3253873659117998,0.0,0.27135478744537145,0.40325784664282877
150,0.27119205298013244,0.16655629139072847,0.226158940397351,0.3360927152317881
151,0.23777035854260414,0.2692698504862825,0.19828712440121934,0.29467266656989405
152,0.23777035854260414,0.2692698504862825,0.19828712440121934,0.29467266656989405
153,0.23777035854260414,0.2692698504862825,0.19828712440121934,0.29467266656989405
154,0.23777035854260414,0.2692698504862825,0.19828712440121934,0.29467266656989405
155,0.23777035854260414,0.2692698504862825,0.19828712440121934,0.29467266656989405
156,0.23777035854260414,0.2692698504862825,0.19828712440121934,0.29467266656989405
157,0.23777035854260414,0.2692698504862825,0.19828712440121934,0.29467266656989405
158,0.23777035854260414,0.2692698504862825,0.19828712440121934,0.29467266656989405
159,0.23777035854260414,0.2692698504862825,0.19828712440121934,0.29467266656989405
160,0.23777035854260414,0.2692698504862825,0.19828712440121934,0.29467266656989405
161,0.23777035854260414,0.2692698504862825,0.19828712440121934,0.29467266656989405
162,0.23777035854260414,0.2692698504862825,0.19828712440121934,0.29467266656989405
163,0.23777035854260414,0.2692698504862825,0.19828712440121934,0.29467266656989405
164,0.23777035854260414,0.2692698504862825,0.19828712440121934,0.29467266656989405
165,0.23777035854260414,0.2692698504862825,0.19828712440121934,0.29467266656989405
166,0.23777035854260414,0.2692698504862825,0.19828712440121934,0.29467266656989405
167,0.23777035854260414,0.2692698504862825,0.19828712440121934,0.29467266656989405
168,0.23777035854260414,0.2692698504862825,0.19828712440121934,0.29467266656989405
169,0.23777035854260414,0.2692698504862825,0.19828712440121934,0.29467266656989405
170,0.23777035854260414,0.2692698504862825,0.19828712440121934,0.29467266656989405
171,0.23777035854260414,0.2692698504862825,0.19828712440121934,0.29467266656989405
172,0.23777035854260414,0.2692698504862825,0.19828712440121934,0.29467266656989405
173,0.23777035854260414,0.2692698504862825,0.19828712440121934,0.29467266656989405
174,0.23777035854260414,0.2692698504862825,0.19828712440121934,0.29467266656989405
175,0.23777035854260414,0.2692698504862825,0.19828712440121934,0.29467266656989405
176,0.23777035854260414,0.2692698504862825,0.19828712440121934,0.29467266656989405
177,0.23777035854260414,0.2692698504862825,0.19828712440121934,0.29467266656989405
178,0.23777035854260414,0.2692698504862825,0.19828712440121934,0.29467266656989405
179,0.23777035854260414,0.2692698504862825,0.19828712440121934,0.29467266656989405
180,0.23777035854260414,0.2692698504862825,0.19828712440121934,0.29467266656989405
181,0.23777035854260414,0.2692698504862825,0.19828712440121934,0.29467266656989405
182,0.23777035854260414,0.2692698504862825,0.19828712440121934,0.29467266656989405
183,0.23777035854260414,0.2692698504862825,0.19828712440121934,0.29467266656989405
184,0.23777035854260414,0.2692698504862825,0.19828712440121934,0.29467266656989405
185,0.23777035854260414,0.2692698504862825,0.19828712440121934,0.29467266656989405
186,0.23777035854260414,0.2692698504862825,0.19828712440121934,0.29467266656989405
187,0.23777035854260414,0.2692698504862825,0.19828712440121934,0.29467266656989405
188,0.23777035854260414,0.2692698504862825,0.19828712440121934,0.29467266656989405
189,0.23777035854260414,0.2692698504862825,0.19828712440121934,0.29467266656989405
190,0.23777035854260414,0.2692698504862825,0.19828712440121934,0.29467266656989405
191,0.23777035854260414,0.2692698504862825,0.19828712440121934,0.29467266656989405
192,0.23777035854260414,0.2692698504862825,0.19828712440121934,0.29467266656989405
193,0.23777035854260414,0.2692698504862825,0.19828712440121934,0.29467266656989405
194,0.23777035854260414,0.2692698504862825,0.19828712440121934,0.29467266656989405
195,0.23777035854260414,0.2692698504862825,0.19828712440121934,0.29467266656989405
196,0.23777035854260414,0.2692698504862825,0.19828712440121934,0.29467266656989405
197,0.23777035854260414,0.2692698504862825,0.19828712440121934,0.29467266656989405
198,0.23777035854260414,0.2692698504862825,0.19828712440121934,0.29467266656989405
199,0.23777035854260414,0.2692698504862825,0.19828712440121934,0.29467266656989405
